id,scene,seed_group,pass,act,cue_at,vo_cue,prompt,negative_prompt,aspect_ratio,save_as
S086-line,S086,S086,line,ACT 4 — LATE MECCAN,25:42,delegations from Yathrib meet him at Aqaba,"A narrow mountain pass at night, two small lamps set on the ground facing each other with an empty space between them., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S086-line.png
S086-wash,S086,S086,wash,ACT 4 — LATE MECCAN,25:42,delegations from Yathrib meet him at Aqaba,"A narrow mountain pass at night, two small lamps set on the ground facing each other with an empty space between them. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S086-wash.png
S088-line,S088,S088,line,ACT 5 — EARLY MEDINAN,26:11,Six hundred and twenty-two. The Hijra.,"A road running north out of dry hill country, seen from behind and above, empty, going toward a green horizon. The only warm-to-cool transition in the film — Mecca's ochre giving way to Medina's greener palette. Establish it here., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S088-line.png
S088-wash,S088,S088,wash,ACT 5 — EARLY MEDINAN,26:11,Six hundred and twenty-two. The Hijra.,"A road running north out of dry hill country, seen from behind and above, empty, going toward a green horizon. The only warm-to-cool transition in the film — Mecca's ochre giving way to Medina's greener palette. Establish it here. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S088-wash.png
S091-line,S091,S091,line,ACT 5 — EARLY MEDINAN,27:04,verses that ran four words now run forty,"Two parchment leaves side by side: the left with six short ink strokes, the right with dense continuous ruled lines of abstract marks filling the page., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S091-line.png
S091-wash,S091,S091,wash,ACT 5 — EARLY MEDINAN,27:04,verses that ran four words now run forty,"Two parchment leaves side by side: the left with six short ink strokes, the right with dense continuous ruled lines of abstract marks filling the page. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S091-wash.png
S092-line,S092,S092,line,ACT 5 — EARLY MEDINAN,27:26,turn your face toward the Sacred Mosque,"A stone floor with a shallow arched niche in a bare wall — a mihrab, empty, lit from one side. Nobody praying., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S092-line.png
S092-wash,S092,S092,wash,ACT 5 — EARLY MEDINAN,27:26,turn your face toward the Sacred Mosque,"A stone floor with a shallow arched niche in a bare wall — a mihrab, empty, lit from one side. Nobody praying. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S092-wash.png
S093-line,S093,S093,line,ACT 5 — EARLY MEDINAN,27:48,Fasting in Ramadan is prescribed,"A thin crescent moon over a flat rooftop skyline, and on a ledge in the foreground a bowl of dates and a cup of water, untouched., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S093-line.png
S093-wash,S093,S093,wash,ACT 5 — EARLY MEDINAN,27:48,Fasting in Ramadan is prescribed,"A thin crescent moon over a flat rooftop skyline, and on a ledge in the foreground a bowl of dates and a cup of water, untouched. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S093-wash.png
S094-line,S094,S094,line,ACT 5 — EARLY MEDINAN,28:08,A prohibition of riba,"A set of scales with a small stone secretly added to one pan, tipping it. The extra stone is the subject; light it., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S094-line.png
S094-wash,S094,S094,wash,ACT 5 — EARLY MEDINAN,28:08,A prohibition of riba,"A set of scales with a small stone secretly added to one pan, tipping it. The extra stone is the subject; light it. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S094-wash.png
S095-line,S095,S095,line,ACT 5 — EARLY MEDINAN,28:28,It is about writing down a loan,"A table from above: a sheet of parchment, a reed pen, an inkwell, and two hands — cropped at the wrist, no faces — one writing, one resting flat as a witness. The most mundane composition in the film. That is deliberate., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S095-line.png
S095-wash,S095,S095,wash,ACT 5 — EARLY MEDINAN,28:28,It is about writing down a loan,"A table from above: a sheet of parchment, a reed pen, an inkwell, and two hands — cropped at the wrist, no faces — one writing, one resting flat as a witness. The most mundane composition in the film. That is deliberate. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S095-wash.png
S097-line,S097,S097,line,ACT 5 — EARLY MEDINAN,29:14,the folding of the sun and the scattering of the stars,"Split composition: upper half cosmic — a dark sky with stars visibly drifting out of formation; lower half a plain wooden market table. One frame, two registers, hard horizon between them., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S097-line.png
S097-wash,S097,S097,wash,ACT 5 — EARLY MEDINAN,29:14,the folding of the sun and the scattering of the stars,"Split composition: upper half cosmic — a dark sky with stars visibly drifting out of formation; lower half a plain wooden market table. One frame, two registers, hard horizon between them. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S097-wash.png
S098-line,S098,S098,line,ACT 5 — EARLY MEDINAN,29:36,Badr. Roughly three hundred against a thousand.,"A dry valley floor from high above at dawn, two unequal scatterings of small dark marks facing each other across open ground. Marks, not men., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S098-line.png
S098-wash,S098,S098,wash,ACT 5 — EARLY MEDINAN,29:36,Badr. Roughly three hundred against a thousand.,"A dry valley floor from high above at dawn, two unequal scatterings of small dark marks facing each other across open ground. Marks, not men. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S098-wash.png
S099-line,S099,S099,line,ACT 5 — EARLY MEDINAN,29:58,a group of archers leave a position they were told to hold,"A bare hillcrest with a low stone position on it, arrows left standing in the ground, and nobody there. The empty position is the subject., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S099-line.png
S099-wash,S099,S099,wash,ACT 5 — EARLY MEDINAN,29:58,a group of archers leave a position they were told to hold,"A bare hillcrest with a low stone position on it, arrows left standing in the ground, and nobody there. The empty position is the subject. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S099-wash.png
S101-line,S101,S101,line,ACT 5 — EARLY MEDINAN,30:42,inheritance shares given as fractions,"A single estate — a house, a field, a few animals — drawn small and then divided by fine gold rule lines into unequal labelled sectors. Labels typeset in edit., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S101-line.png
S101-wash,S101,S101,wash,ACT 5 — EARLY MEDINAN,30:42,inheritance shares given as fractions,"A single estate — a house, a field, a few animals — drawn small and then divided by fine gold rule lines into unequal labelled sectors. Labels typeset in edit. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S101-wash.png
S103-line,S103,S103,line,ACT 6 — LATE MEDINAN,31:21,The defenders dig a trench,"A long raw trench cut across open ground, seen along its length, spoil heaped on the near side. Tools left lying. Nobody in it., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S103-line.png
S103-wash,S103,S103,wash,ACT 6 — LATE MEDINAN,31:21,The defenders dig a trench,"A long raw trench cut across open ground, seen along its length, spoil heaped on the near side. Tools left lying. Nobody in it. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S103-wash.png
S104-line,S104,S104,line,ACT 6 — LATE MEDINAN,31:44,ten thousand men,"A horizon line of countless small tent shapes and cooking smoke, rendered as repeated ink marks thinning into haze. Seen from inside the defences, low., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S104-line.png
S104-wash,S104,S104,wash,ACT 6 — LATE MEDINAN,31:44,ten thousand men,"A horizon line of countless small tent shapes and cooking smoke, rendered as repeated ink marks thinning into haze. Seen from inside the defences, low. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S104-wash.png
S105-line,S105,S105,line,ACT 6 — LATE MEDINAN,32:06,hearts reached their throats,"A night sky with a cold wind visible in the way a row of tent ropes and a single lamp flame are pulled sideways. Tension through inanimate objects only., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S105-line.png
S105-wash,S105,S105,wash,ACT 6 — LATE MEDINAN,32:06,hearts reached their throats,"A night sky with a cold wind visible in the way a row of tent ropes and a single lamp flame are pulled sideways. Tension through inanimate objects only. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S105-wash.png
S106-line,S106,S106,line,ACT 6 — LATE MEDINAN,32:28,the accusation runs through Medina for roughly a month,"A dense warren of flat rooftops at dusk seen from above, with a thin dark line travelling between them from house to house, doubling back on itself., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S106-line.png
S106-wash,S106,S106,wash,ACT 6 — LATE MEDINAN,32:28,the accusation runs through Medina for roughly a month,"A dense warren of flat rooftops at dusk seen from above, with a thin dark line travelling between them from house to house, doubling back on itself. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S106-wash.png
S108-line,S108,S108,line,ACT 6 — LATE MEDINAN,33:20,"They travel toward Mecca, unarmed, and are stopped short","A road blocked by a simple rope line across it, dry hills beyond, a camel's shadow falling across the rope. No riders., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S108-line.png
S108-wash,S108,S108,wash,ACT 6 — LATE MEDINAN,33:20,"They travel toward Mecca, unarmed, and are stopped short","A road blocked by a simple rope line across it, dry hills beyond, a camel's shadow falling across the rope. No riders. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S108-wash.png
S109-line,S109,S109,line,ACT 6 — LATE MEDINAN,33:44,the phrase is struck out,"A parchment document on a table with one line physically scored through by a wet stroke of ink. The strike is fresh and still glossy., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S109-line.png
S109-wash,S109,S109,wash,ACT 6 — LATE MEDINAN,33:44,the phrase is struck out,"A parchment document on a table with one line physically scored through by a wet stroke of ink. The strike is fresh and still glossy. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S109-wash.png
S111-line,S111,S111,line,ACT 6 — LATE MEDINAN,34:28,The truce ends the state of siege,"A once-blocked road now open, the rope coiled and set aside at the verge, dust raised along its length by traffic that has just passed., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S111-line.png
S111-wash,S111,S111,wash,ACT 6 — LATE MEDINAN,34:28,The truce ends the state of siege,"A once-blocked road now open, the rope coiled and set aside at the verge, dust raised along its length by traffic that has just passed. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S111-wash.png
S112-line,S112,S112,line,ACT 6 — LATE MEDINAN,34:52,Do not let a group mock another group,"Two clusters of empty seating mats on a floor, set apart with a clear gap between them, each cluster turned slightly away from the other., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S112-line.png
S112-wash,S112,S112,wash,ACT 6 — LATE MEDINAN,34:52,Do not let a group mock another group,"Two clusters of empty seating mats on a floor, set apart with a clear gap between them, each cluster turned slightly away from the other. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S112-wash.png
S113-line,S113,S113,line,ACT 6 — LATE MEDINAN,35:14,would any of you like to eat the flesh of his dead brother?,"A covered dish on a low table, the cloth still over it, one hand at the edge of frame withdrawing. No contents shown. Do not illustrate the image literally — the line is the shock; the picture should decline to compete with it., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S113-line.png
